
id,log_message,2025-08-16 19:55:58,source,severity,anomaly_flag,anomaly_reason,target_label
4364,pinecone upsert error detected,2025-07-05 01:02:40,Pinecone,Error,True,upsert error,anomaly
4365,qdrant drop completed successfully,2025-07-05 01:02:41,Qdrant,Information,False,collection drop,normal
4366,milvus flush completed successfully,2025-07-05 01:02:42,Milvus,Information,False,segment flush,normal
4367,faiss build error detected,2025-07-05 01:02:43,Faiss,Error,True,build error,anomaly
4368,annoy save completed successfully,2025-07-05 01:02:44,Annoy,Information,False,index save,normal
4369,nmslib load completed successfully,2025-07-05 01:02:45,NMSLIB,Information,False,index load,normal
4370,sklearn dump completed successfully,2025-07-05 01:02:46,SKLearn,Information,False,model dump,normal
4371,tensorflow export failed due to invalid model,2025-07-05 01:02:47,TensorFlow,Error,True,export error,anomaly
4372,pytorch save completed successfully,2025-07-05 01:02:48,PyTorch,Information,False,model save,normal
4373,onnx convert error detected,2025-07-05 01:02:49,ONNX,Error,True,conversion error,anomaly
4374,huggingface push completed successfully,2025-07-05 01:02:50,HuggingFace,Information,False,push OK,normal
4375,mlflow register completed successfully,2025-07-05 01:02:51,MLflow,Information,False,register OK,normal
4376,kubeflow pipeline error detected,2025-07-05 01:02:52,Kubeflow,Error,True,pipeline error,anomaly
4377,airflow dag completed successfully,2025-07-05 01:02:53,Airflow,Information,False,dag OK,normal
4378,prefect flow completed successfully,2025-07-05 01:02:54,Prefect,Information,False,flow OK,normal
4379,dagster run completed successfully,2025-07-05 01:02:55,Dagster,Information,False,run OK,normal
4380,luigi task completed successfully,2025-07-05 01:02:56,Luigi,Information,False,task OK,normal
4381,celery beat error detected,2025-07-05 01:02:57,Celery,Error,True,beat error,anomaly
4382,redis queue processed successfully,2025-07-05 01:02:58,Redis Queue,Information,False,queue OK,normal
4383,beanstalkd job completed successfully,2025-07-05 01:02:59,Beanstalkd,Information,False,job OK,normal
4384,sidekiq worker error detected,2025-07-05 01:03:00,Sidekiq,Error,True,worker error,anomaly
4385,celery worker restarted successfully,2025-07-05 01:03:01,Celery Worker,Information,False,worker restart,normal
4386,celery task retried successfully,2025-07-05 01:03:02,Celery Task,Information,False,task retry OK,normal
4387,redis pubsub message received,2025-07-05 01:03:03,Redis PubSub,Information,False,message OK,normal
4388,beanstalkd tube cleared successfully,2025-07-05 01:03:04,Beanstalkd Tube,Information,False,tube cleared,normal
4389,sidekiq queue drained successfully,2025-07-05 01:03:05,Sidekiq Queue,Information,False,queue drained,normal
4390,celery beat schedule updated successfully,2025-07-05 01:03:06,Celery Beat,Information,False,schedule updated,normal
4391,redis sentinel failover completed successfully,2025-07-05 01:03:07,Redis Sentinel,Information,False,sentinel failover,normal
4392,beanstalkd job buried successfully,2025-07-05 01:03:08,Beanstalkd Buried,Information,False,job buried,normal
4393,sidekiq retry set successfully,2025-07-05 01:03:09,Sidekiq Retry,Information,False,retry set,normal
4394,celery task revoked successfully,2025-07-05 01:03:10,Celery Revoke,Information,False,task revoked,normal
4395,pytorch save completed successfully,2025-07-05 01:02:48,PyTorch,Information,False,model save,normal
4396,onnx convert error detected,2025-07-05 01:02:49,ONNX,Error,True,conversion error,anomaly
4397,huggingface push completed successfully,2025-07-05 01:02:50,HuggingFace,Information,False,push OK,normal
4398,mlflow register completed successfully,2025-07-05 01:02:51,MLflow,Information,False,register OK,normal
4399,kubeflow pipeline error detected,2025-07-05 01:02:52,Kubeflow,Error,True,pipeline error,anomaly
4400,airflow dag completed successfully,2025-07-05 01:02:53,Airflow,Information,False,dag OK,normal
4401,prefect flow completed successfully,2025-07-05 01:02:54,Prefect,Information,False,flow OK,normal
4402,dagster run error detected,2025-07-05 01:02:55,Dagster,Error,True,run error,anomaly
4403,luigi task completed successfully,2025-07-05 01:02:56,Luigi,Information,False,task OK,normal
4404,snakemake rule error detected,2025-07-05 01:02:57,Snakemake,Error,True,rule error,anomaly
4405,nextflow process completed successfully,2025-07-05 01:02:58,Nextflow,Information,False,process OK,normal
4406,argo workflow completed successfully,2025-07-05 01:02:59,Argo,Information,False,workflow OK,normal
4407,tekton pipeline error detected,2025-07-05 01:03:00,Tekton,Error,True,pipeline error,anomaly
4408,brigade build error detected,2025-07-05 01:03:01,Brigade,Error,True,build error,anomaly
4409,keptn service completed successfully,2025-07-05 01:03:02,Keptn,Information,False,service OK,normal
4410,flux helm release error detected,2025-07-05 01:03:03,Flux,Error,True,release error,anomaly
4411,circleci orb completed successfully,2025-07-05 01:03:04,CircleCI,Information,False,orb OK,normal
4412,github marketplace completed successfully,2025-07-05 01:03:05,GitHub,Information,False,marketplace OK,normal
4413,gitlab runner completed successfully,2025-07-05 01:03:06,GitLab,Information,False,runner OK,normal
4414,jenkins plugin error detected,2025-07-05 01:03:07,Jenkins,Error,True,plugin error,anomaly
4415,azure extension completed successfully,2025-07-05 01:03:08,Azure DevOps,Information,False,extension OK,normal
4416,bitbucket badge completed successfully,2025-07-05 01:03:09,Bitbucket,Information,False,badge OK,normal
4417,travis webhook error detected,2025-07-05 01:03:10,Travis CI,Error,True,webhook error,anomaly
4418,teamcity config completed successfully,2025-07-05 01:03:11,TeamCity,Information,False,config OK,normal
4419,bamboo branch completed successfully,2025-07-05 01:03:12,Bamboo,Information,False,branch OK,normal
4420,drone plugin error detected,2025-07-05 01:03:13,Drone,Error,True,plugin error,anomaly
4421,Postgres: invalid page in block 500500,2025-06-04 11:20:00,postgres,Error,True,corrupt page,anomaly
4422,Linux systemd: Started Daily Cleanup of Temporary Directories,2025-06-04 11:20:01,systemd,Information,False,,normal
4423,Windows Defender: Real-time protection disabled by user,2025-06-04 11:20:02,Defender,Error,True,protection off,anomaly
4424,macOS coreaudiod: Audio HAL ready,2025-06-04 11:20:03,coreaudiod,Information,False,,normal
4425,AWS EC2: InsufficientInstanceCapacity,2025-06-04 11:20:04,EC2,Error,True,capacity,anomaly
4426,Linux nginx: 200 OK /api/status,2025-06-04 11:20:05,nginx,Information,False,,normal
4427,Docker: failed to create shim context deadline exceeded,2025-06-04 11:20:06,Docker,Error,True,shim timeout,anomaly
4428,Postfix: daemon started v3.8,2025-06-04 11:20:07,postfix,Information,False,,normal
4429,macOS WindowServer: display assertion failed,2025-06-04 11:20:08,WindowServer,Error,True,display assert,anomaly
4430,Linux dhclient: DHCPACK 192.168.250.50,2025-06-04 11:20:09,dhclient,Information,False,,normal
4431,Windows IIS: HTTP 400 Bad Request malformed host,2025-06-04 11:20:10,IIS,Error,True,malformed host,anomaly
4432,Postgres: checkpoint wrote 2502 buffers,2025-06-04 11:20:11,postgres,Information,False,,normal
4433,Linux sshd: max auth attempts exceeded for root,2025-06-04 11:20:12,sshd,Error,True,brute force,anomaly
4434,Redis: Out of memory allocating 20971520 bytes,2025-06-04 11:20:13,redis,Error,True,OOM,anomaly
4435,macOS deleted: Trash emptied,2025-06-04 11:20:14,deleted,Information,False,,normal
4436,VMware vSphere: DRS migration failed VM busy,2025-06-04 11:20:15,vSphere,Error,True,vm busy,anomaly
4437,Azure Key Vault: 403 Forbidden access denied,2025-06-04 11:20:16,KeyVault,Error,True,access denied,anomaly
4438,Linux kernel: BUG soft lockup CPU#1 stuck 51 s,2025-06-04 11:20:17,kernel,Error,True,soft lockup,anomaly
4439,macOS loginwindow: authentication failure for user dave,2025-06-04 11:20:18,loginwindow,Error,True,auth fail,anomaly
4440,Windows Update: KB5007890 downloaded,2025-06-04 11:20:19,WindowsUpdate,Information,False,,normal
4441,Postgres: deadlock detected,2025-06-04 11:20:20,postgres,Error,True,deadlock,anomaly
4442,Linux systemd: Started Daily apt download activities,2025-06-04 11:20:21,systemd,Information,False,,normal
4443,Docker: failed mount overlay permission denied,2025-06-04 11:20:22,Docker,Error,True,mount fail,anomaly
4444,Postgres: invalid page 260260,2025-06-04 11:20:23,postgres,Error,True,corrupt page,anomaly
4445,macOS symptomsd: Memory pressure relieved,2025-06-04 11:20:24,symptomsd,Information,False,,normal
4446,Linux sshd: banner line too long,2025-06-04 11:20:25,sshd,Error,True,banner error,anomaly
4447,Postgres: checkpoint wrote 2601 buffers,2025-06-04 11:20:26,postgres,Information,False,,normal
4448,Windows EventLog: log corruption detected,2025-06-04 11:20:27,EventLog,Error,True,corruption,anomaly
4449,macOS WindowServer: display reconfigured,2025-06-04 11:20:28,WindowServer,Information,False,,normal
4450,AWS RDS: Connection limit exceeded,2025-06-04 11:20:29,RDS,Error,True,conn limit,anomaly
4451,Linux nginx: 200 OK /api/status,2025-06-04 11:20:30,nginx,Information,False,,normal
4452,Postfix: SASL auth failure,2025-06-04 11:20:31,postfix,Error,True,SASL fail,anomaly
4453,macOS kernel: USBMSC Identifier 1122334455,2025-06-04 11:20:32,mac-kernel,Information,False,,normal
4454,Windows Defender: threat definitions updated,2025-06-04 11:20:33,Defender,Information,False,,normal
4455,Linux systemd: Failed to start MySQL,2025-06-04 11:20:34,systemd,Error,True,mysql start fail,anomaly
4456,Redis: background save conflict,2025-06-04 11:20:35,redis,Error,True,save conflict,anomaly
4457,macOS deleted: Trash emptied,2025-06-04 11:20:36,deleted,Information,False,,normal
4458,Postgres: checkpoint wrote 2701 buffers,2025-06-04 11:20:37,postgres,Information,False,,normal
4459,Linux kernel: soft lockup CPU#2 52 s,2025-06-04 11:20:38,kernel,Error,True,soft lockup,anomaly
4460,Docker: failed mount overlay permission denied,2025-06-04 11:20:39,Docker,Error,True,mount fail,anomaly
4461,macOS coreaudiod: Audio HAL ready,2025-06-04 11:20:40,coreaudiod,Information,False,,normal
4462,Windows IIS: HTTP 400 Bad Request malformed host,2025-06-04 11:20:41,IIS,Error,True,malformed host,anomaly   
4463,Postgres: deadlock detected,2025-06-04 11:20:42,postgres,Error,True,deadlock,anomaly
4464,Linux sshd: max auth attempts exceeded for root,2025-06-04 11:20:43,sshd,Error,True,brute force,anomaly  
4465,Windows Defender: Real-time protection disabled by user,2025-06-04 11:21:00,Defender,Error,True,protection off,anomaly
4466,Linux kernel: BUG soft lockup CPU#3 stuck 53 s,2025-06-04 11:21:01,kernel,Error,True,soft lockup,anomaly
4467,macOS WindowServer: context assertion failed,2025-06-04 11:21:02,WindowServer,Error,True,context assert,anomaly
4468,AWS EC2: InsufficientInstanceCapacity,2025-06-04 11:21:03,EC2,Error,True,capacity,anomaly
4469,Docker: overlay mount permission denied,2025-06-04 11:21:04,Docker,Error,True,mount fail,anomaly
4470,Postfix: SASL authentication failure,2025-06-04 11:21:05,postfix,Error,True,SASL fail,anomaly
4471,Windows IIS: HTTP 400 Bad Request malformed host,2025-06-04 11:21:06,IIS,Error,True,malformed host,anomaly
4472,Linux sshd: max auth attempts exceeded for root,2025-06-04 11:21:07,sshd,Error,True,brute force,anomaly
4473,macOS kernel: Sandbox deny file-write-create,2025-06-04 11:21:08,mac-kernel,Error,True,sandbox deny,anomaly
4474,Redis: Out of memory allocating 20971520 bytes,2025-06-04 11:21:09,redis,Error,True,OOM,anomaly
4475,VMware vSphere: DRS migration failed VM busy,2025-06-04 11:21:10,vSphere,Error,True,vm busy,anomaly
4476,Azure Key Vault: 403 Forbidden access denied,2025-06-04 11:21:11,KeyVault,Error,True,access denied,anomaly
4477,Linux nginx: 502 Bad Gateway upstream unavailable,2025-06-04 11:21:12,nginx,Error,True,bad gateway,anomaly
4478,Windows EventLog: log corruption detected,2025-06-04 11:21:13,EventLog,Error,True,corruption,anomaly
4479,Postgres: deadlock detected,2025-06-04 11:21:14,postgres,Error,True,deadlock,anomaly
4480,macOS loginwindow: authentication failure for user eve,2025-06-04 11:21:15,loginwindow,Error,True,auth fail,anomaly
4481,AWS Lambda: runtime exited exit status 1,2025-06-04 11:21:16,Lambda,Error,True,exit 1,anomaly
4482,Linux dhclient: No DHCPOFFERS received,2025-06-04 11:21:17,dhclient,Error,True,DHCP fail,anomaly
4483,Windows Print Spooler: driver install failed 0x7e,2025-06-04 11:21:18,PrintSpooler,Error,True,install fail,anomaly
4484,"Postgres: relation ""orders"" does not exist",2025-06-04 11:21:19,postgres,Error,True,relation missing,anomaly
4485,Docker: failed to create shim context deadline exceeded,2025-06-04 11:21:20,Docker,Error,True,shim timeout,anomaly
4486,macOS coreaudiod: HALS_IOContext::StartIOProc failed,2025-06-04 11:21:21,coreaudiod,Error,True,HALS start fail,anomaly
4487,Linux systemd: Failed to start nginx.service unit not found,2025-06-04 11:21:22,systemd,Error,True,unit missing,anomaly
4488,Windows Defender: Real-time protection disabled,2025-06-04 11:21:23,Defender,Error,True,protection off,anomaly
4489,Linux kernel: BUG soft lockup CPU#4 stuck 54 s,2025-06-04 11:21:24,kernel,Error,True,soft lockup,anomaly
4490,macOS WindowServer: context assertion failed,2025-06-04 11:21:25,WindowServer,Error,True,context assert,anomaly
4491,AWS EC2: InsufficientInstanceCapacity,2025-06-04 11:21:26,EC2,Error,True,capacity,anomaly
4492,Docker: overlay mount permission denied,2025-06-04 11:21:27,Docker,Error,True,mount fail,anomaly
4493,Postfix: SASL authentication failure,2025-06-04 11:21:28,postfix,Error,True,SASL fail,anomaly
4494,Windows IIS: HTTP 400 Bad Request malformed host,2025-06-04 11:21:29,IIS,Error,True,malformed host,anomaly
4495,Linux sshd: max auth attempts exceeded for root,2025-06-04 11:21:30,sshd,Error,True,brute force,anomaly
4496,macOS kernel: Sandbox deny file-write-create,2025-06-04 11:21:31,mac-kernel,Error,True,sandbox deny,anomaly
4497,Redis: Out of memory allocating 20971520 bytes,2025-06-04 11:21:32,redis,Error,True,OOM,anomaly
4498,VMware vSphere: DRS migration failed VM busy,2025-06-04 11:21:33,vSphere,Error,True,vm busy,anomaly
4499,Azure Key Vault: 403 Forbidden access denied,2025-06-04 11:21:34,KeyVault,Error,True,access denied,anomaly
4500,Linux nginx: 502 Bad Gateway upstream unavailable,2025-06-04 11:21:35,nginx,Error,True,bad gateway,anomaly
4501,Consul agent failed to join cluster,2025-07-05 02:00:01,Consul,Error,True,cluster join fail,anomaly
4502,Etcd cluster member lost connection,2025-07-05 02:00:02,Etcd,Error,True,member lost,anomaly
4503,Zookeeper session expired,2025-07-05 02:00:03,Zookeeper,Error,True,session expire,anomaly
4504,Redis cluster node failed to sync,2025-07-05 02:00:04,Redis,Error,True,node sync fail,anomaly
4505,DynamoDB table read capacity exceeded,2025-07-05 02:00:05,DynamoDB,Error,True,capacity exceed,anomaly
4506,Cosmos DB partition key error,2025-07-05 02:00:06,Cosmos DB,Error,True,key error,anomaly
4507,Firestore transaction failed,2025-07-05 02:00:07,Firestore,Error,True,transaction fail,anomaly
4508,Cloud Spanner commit failed,2025-07-05 02:00:08,Cloud Spanner,Error,True,commit fail,anomaly
4509,Aurora MySQL failover failed,2025-07-05 02:00:09,Aurora,Error,True,failover fail,anomaly
4510,Aurora PostgreSQL replica lag,2025-07-05 02:00:10,Aurora PG,Error,True,replica lag,anomaly
4511,SQL Server backup failed,2025-07-05 02:00:11,SQL Server,Error,True,backup fail,anomaly
4512,MySQL replication failed,2025-07-05 02:00:12,MySQL,Error,True,replication fail,anomaly
4513,PostgreSQL vacuum failed,2025-07-05 02:00:13,PostgreSQL,Error,True,vacuum fail,anomaly
4514,Oracle RMAN backup failed,2025-07-05 02:00:14,Oracle RMAN,Error,True,backup fail,anomaly
4515,MongoDB oplog shrink failed,2025-07-05 02:00:15,MongoDB,Error,True,oplog shrink fail,anomaly
4516,Redis Cluster failover failed,2025-07-05 02:00:16,Redis Cluster,Error,True,failover fail,anomaly
4517,Cassandra repair failed,2025-07-05 02:00:17,Cassandra,Error,True,repair fail,anomaly
4518,Elasticsearch write block detected,2025-07-05 02:00:18,ES,Error,True,write block,anomaly
4519,Solr reload failed,2025-07-05 02:00:19,Solr,Error,True,reload fail,anomaly
4520,OpenSearch snapshot failed,2025-07-05 02:00:20,OpenSearch,Error,True,snapshot fail,anomaly
